qseqid,sseqid,evalue,bitscore,pident,length,sgi,sacc,staxids,sscinames,scomnames
seq0,gi|2209200980|gb|MW803833.1|,9.249999999999999e-55,226.0,100.0,122,2209200980,MW803833,9606,Homo sapiens,human
seq27,gi|1717438506|gb|CP031125.1|,3.01e-31,148.0,96.629,89,1717438506,CP031125,2268451,Candidatus Pelagibacter sp. FZCC0015,Candidatus Pelagibacter sp. FZCC0015
seq28,gi|959236254|emb|LN899827.1|,2.3999999999999997e-38,172.0,81.982,222,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.12e-36,167.0,81.696,224,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,2.42e-33,156.0,80.617,227,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.05e-31,148.0,100.0,80,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.05e-31,148.0,80.531,226,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.4599999999999999e-30,147.0,80.342,234,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,98.78,82,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.2399999999999995e-30,145.0,100.0,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,98.75,80,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,98.75,80,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,98.765,81,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8800000000000002e-29,143.0,100.0,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,98.734,79,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,98.734,79,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,98.75,80,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.77e-29,141.0,100.0,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,2.44e-28,139.0,97.561,82,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,8.76e-28,137.0,100.0,74,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,8.76e-28,137.0,100.0,74,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,97.5,80,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.701,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,98.684,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.1500000000000004e-27,135.0,100.0,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.47e-25,130.0,97.368,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.47e-25,130.0,97.368,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.47e-25,130.0,97.368,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.27e-25,128.0,97.368,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,5.27e-25,128.0,96.154,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8999999999999998e-24,126.0,96.104,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8999999999999998e-24,126.0,96.104,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.8999999999999998e-24,126.0,96.104,77,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.819999999999999e-24,124.0,96.053,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,6.819999999999999e-24,124.0,96.053,76,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,2.45e-23,122.0,98.551,69,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,8.819999999999999e-23,121.0,100.0,65,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,8.819999999999999e-23,121.0,94.872,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.17e-22,119.0,97.143,70,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,3.17e-22,119.0,97.143,70,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,100.0,63,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,100.0,63,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,98.507,67,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,1.1400000000000001e-21,117.0,95.89,73,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,98.485,66,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,93.59,78,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
seq28,gi|959236254|emb|LN899827.1|,4.100000000000001e-21,115.0,95.833,72,959236254,LN899827,305,Ralstonia solanacearum,Ralstonia solanacearum
